food_name,energy_kj,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,cholesterol_mg,calcium_mg,ingredients,Meal Type,Cluster,Breakfast,Lunch,Dinner,Bevrage,Curry,Snack,chutney
Soya chunks and peas (1 plate),342.63,82.62,5.82,3.03,5.11,1.64,2.86,0,20.32,"Soya chunks, Peas, Onion, Garlic, Spices.",veg,1,0,0,0,0,1,0,0
Vegetable yakhni(1 plate),1672.03,406.06,1.94,1.18,43.8,1.44,0.61,1.92,43.67,"Mixed vegetables, Rice, Spices, Yogurt.",veg,2,0,0,0,0,1,0,0
Spinach mushroom (1 plate),197.65,47.63,2.95,1.94,2.96,1,2.27,2.89,49.75,"Spinach, Mushrooms, Garlic, Onion, Spices.",veg,1,0,0,0,0,1,0,0
Vegetarian nargisi kofta curry(1 plate),1369.48,332.15,6.58,2.29,32.94,1.65,0.86,1.03,47.09,"Kofta,carrot,beans, Onion, Tomato, Yogurt, Spices.",veg,1,0,0,0,0,1,0,0
Roast chicken(1 plate),833.38,199.9,0.1,20.49,13.06,0.05,0.03,69.66,13.61,"Chicken, Garlic, Onion, Olive oil, Spices.",non veg,1,0,0,0,0,1,0,0
Shahi chicken masala(1 plate),680.74,163.7,4.07,9.82,12.02,2.86,0.96,24.78,82.68,"Chicken, Onion, Tomato, Yogurt, Cream, Spices.",non veg,1,0,0,0,0,1,0,0
Tomato chicken(1 plate),465.81,111.68,2.13,10.57,6.71,0.93,1.42,27.94,21.24,"Chicken, Tomatoes, Onion, Garlic, Spices.",non veg,1,0,0,0,0,1,0,0
Creamy chicken(1 plate),637.49,152.87,3.13,13.52,9.57,2.11,0.69,39.28,50.37,"Chicken, Cream, Garlic, Onion, Spices.",non veg,1,0,0,0,0,1,0,0
Broccoli chicken ala king(1 plate),500.33,119.56,5.34,7.97,7.57,2.49,1.92,27.85,73.36,"Chicken, Broccoli, Cream, Mushrooms, Garlic, Spices.",non veg,1,0,0,0,0,1,0,0
Ginger chicken(1 plate),538.19,129.17,5.6,8.24,8.24,1.95,1.21,19.24,18.41,"Chicken, Ginger, Garlic, Onion, Spices",non veg,1,0,0,0,0,1,0,0
Chicken sweet and sour(1 plate),1834.35,445.09,2.67,6.92,47.59,0.89,0.58,32.47,21.98,"Chicken, Sweet and sour sauce, Vegetables, Spices",non veg,2,0,0,0,0,1,0,0
Chicken korma(1 plate),616.78,147.96,5.43,9.83,9.67,3.32,1.82,23.66,68.66,"Chicken, Yogurt, Onion, Garlic, Cream, Spices.",non veg,1,0,0,0,0,1,0,0
Bengal fish curry(1 plate),458.08,109.43,4.42,7.26,7.03,2.39,1.93,13.92,44.44,"Fish, Mustard oil, Spices, Garlic, Onion.",non veg,1,0,0,0,0,1,0,0
Fish finger(1 plate),2236.49,542.9,4.47,5.66,55.82,0.17,0.34,30,11.38,"Fish fillets, Flour, Breadcrumbs, Egg, Salt.",non veg,2,0,0,0,0,1,0,0
Fish in coconut milk (1 plate),359.89,86.21,2.73,8.66,4.43,1.55,1.52,17.13,21.94,"Fish, Coconut milk, Garlic, Onion, Spices.",non veg,1,0,0,0,0,1,0,0
Prawn curry (1 plate),456.07,109.55,3.1,8.54,6.93,2.03,1.56,37.12,37.25,"Prawns, Coconut milk, Onion, Garlic, Spices.",non veg,1,0,0,0,0,1,0,0
Baked stuffed fish(1 plate),510.13,121.96,2.12,16.14,5.43,0.35,0.38,36.95,18.8,"Fish fillets, Stuffing (vegetables, herbs), Spices.",non veg,1,0,0,0,0,1,0,0
Fish pie(1 plate),504.07,120.9,7.74,9.25,5.77,1.13,0.76,23.97,36.15,"Fish, Potato, Onion, Garlic, Cheese, Cream.",non veg,1,0,0,0,0,1,0,0
Crispy baked fish(1 plate),579.51,138.4,9.59,10.95,6.41,1.53,1.21,28.89,60.04,"Fish fillets, Bread crumbs, Spices, Olive oil.",non veg,1,0,0,0,0,1,0,0
Fish souffle(1 plate),582.36,139.71,5.14,10.51,8.55,2.09,0.19,84.69,63.87,"Fish, Egg, Cream, Cheese, Spices.",non veg,1,0,0,0,0,1,0,0
Potato curry (1 plate),372.12,89.56,10.42,1.52,4.47,1.58,2.42,0,23.74,"Potatoes, Onion, Garlic, Spices.",veg,1,0,0,0,0,1,0,0
Egg curry(1 plate),488.28,117.52,4.03,5.38,8.81,1.9,2.09,120.74,41.59,"Eggs, Onion, Tomato, Garlic, Spices.",non veg,1,0,0,0,0,1,0,0
Vegetable curry with coconut (1 plate),346.17,83.07,7.19,2.77,4.66,1.41,3.35,0,19.63,"Mixed vegetables, Coconut, Onion, Garlic, Spices.",veg,1,0,0,0,0,1,0,0
Curd with potatoes (1 plate),249.6,59.9,7.15,1.56,2.72,1.82,1.19,1.45,36.36,"Potatoes, Curd, Spices.",veg,1,0,0,0,0,1,0,0
Potato kofta curry (1 plate),1873.55,455.4,2.78,0.56,49.08,0.63,0.56,2.6,7.77,"Potatoes, Flour, Spices, Onion, Tomato.",veg,2,0,0,0,0,1,0,0
Yam kofta curry (1 plate),1328.95,322.88,3.75,0.71,33.84,0.63,1.04,3.54,8.35,"Yam, Flour, Spices, Onion, Tomato.",veg,1,0,0,0,0,1,0,0
Jackfruit kofta curry (1 plate),1321.43,321.08,3.17,0.8,33.83,2.4,0.96,3.54,11.36,"Jackfruit, Flour, Spices, Onion, Tomato.",veg,1,0,0,0,0,1,0,0
Spinach and potato(1 plate),237.65,57.17,5.91,1.63,2.82,0.93,2.04,0,43.67,"Spinach, Potatoes, Onion, Garlic, Spices.",veg,1,0,0,0,0,1,0,0
Mooli bhujia(1 plate),381.68,91.2,4.74,1.69,7.25,1.07,2.36,0,131.88,"Radish, Garlic, Spices.",veg,1,0,0,0,0,1,0,0
Bathua bhujia(1 plate),380.42,90.9,3.63,2.26,7.29,1.08,3.8,0,165.84,"Bathua leaves, Garlic, Spices.",veg,1,0,0,0,0,1,0,0
Cabbage rolls (dry)(1 piece),592.14,142.48,6.09,8.21,9.36,1.26,1.84,32.9,31.54,"Cabbage, Rice, Spices",veg,1,0,0,0,0,1,0,0
Cabbage rolls (curry) (1 plate),518.75,124.63,7.03,5.76,8.17,3.81,2.35,18.79,29.82,"Cabbage, Rice, Tomato, Spices",veg,1,0,0,0,0,1,0,0
Dry arbi(1 plate),558.91,134.95,11.11,2.12,8.97,1.55,2.47,0,22.77,"Arbi, Garlic, Spices.",veg,1,0,0,0,0,1,0,0
Masala arbi(1 plate),768.05,185.38,16.16,3.01,11.9,0.81,3.1,0,32.08,"Arbi, Onion, Garlic, Spices.",veg,1,0,0,0,0,1,0,0
Peas brinjal bhartha (1 plate),350,84.55,5.02,2.05,6.05,1.57,3.63,0,19.63,"Peas, Brinjal, Garlic, Spices.",veg,1,0,0,0,0,1,0,0
Lady's fingers fry (Bhindi sabzi/sabji/subji)(1 plate),457.73,110.81,4.5,1.83,9.27,1.42,3.57,0,67.88,"Okra, Onion, Garlic, Spices.",veg,1,0,0,0,0,1,0,0
Crispy lady's fingers (Karare bhindi)(1 plate),2707.49,657.76,4.35,1.91,70.4,0.26,1.75,0,27.61,"Okra, Flour, Spices.",veg,2,0,0,0,0,1,0,0
Beans foogath(1 plate),435.99,105.06,3.26,2.03,9.22,1.7,4.15,0,44.2,"Beans, Coconut, Garlic, Spices.",veg,1,0,0,0,0,1,0,0
Stuffed bittergourd (1 plate),669.5,162.36,4.68,1.36,15.24,1.95,2.86,0,17.25,"Bitter gourd, Stuffing (spices, onions).",veg,1,0,0,0,0,1,0,0
Jackfrui(1 plate),2012.05,488.97,4.56,0.93,51.78,3.55,1.33,0,12.79,"Jackfruit, Spices.",veg,2,0,0,0,0,1,0,0
Yam fried (1 plate),2023.72,491.76,5.47,0.79,51.79,0.8,1.44,0,8.11,"Yam, Spices.",veg,2,0,0,0,0,1,0,0
"Cauliflower, pea and potato bhujia (1 plate)",396.86,95.67,8.23,2.75,5.54,1.47,3.26,0,21.05,"Cauliflower, Peas, Potatoes, Garlic, Spices.",veg,1,0,0,0,0,1,0,0
Vegetable jalfrezi(1 plate),283.89,68.48,5.43,1.4,4.38,1.79,2.97,0,27.11,"Mixed vegetables, Onion, Tomato, Garlic, Spices.",veg,1,0,0,0,0,1,0,0
Vegetables stir fry (1 plate),128.24,30.78,3.19,1.04,1.47,0.86,1.37,0,13.3,"Mixed vegetables, Garlic, Soy sauce, Spices.",veg,1,0,0,0,0,1,0,0
Broccoli delight(1 plate),172.18,40.7,2.34,2.49,2.48,1.08,2.83,0,26.99,"Broccoli, Garlic, Butter, Spices.",veg,1,0,0,0,0,1,0,0
Dhansak (vegetarian)(1 plate),344.57,82.8,7.28,3.32,4.18,0.91,4.17,0,26.4," Lentils, Vegetables, Spices, Tamarind.",veg,1,0,0,0,0,1,0,0
Cauliflower basket(1 plate),378.52,90.95,3.97,5.21,5.88,1.47,2.4,51.1,100.19,"Cauliflower, Flour, Cheese, Spices.",veg,1,0,0,0,0,1,0,0
Stuffed bottle gourd (1 plate),388.48,93.19,4.36,5.84,5.8,1.52,1.18,45.61,71.83,"Bottle gourd, Stuffing (vegetables, spices).",veg,1,0,0,0,0,1,0,0
Ducheese potato(1 plate),583.32,140.54,10.94,3.6,9.01,0.29,1.29,85.15,18.1,"Potatoes, Cheese, Cream, Butter.",veg,1,0,0,0,0,1,0,0
Roast potatoes (1 plate),363.95,87.32,14.52,1.53,2.35,0.33,1.71,5.51,10.38,"Potatoes, Olive oil, Garlic, Spices.",veg,1,0,0,0,0,1,0,0
Stuffed baked potatoes (1 plate),417.77,100.2,11.03,3.82,4.39,0.4,1.31,72.99,25.72,"Potatoes,cheese, vegetables,carrot,beans,onion.",veg,1,0,0,0,0,1,0,0
Potato nests(1 plate),465.24,111.62,11.05,5.71,4.77,1.41,2.49,26.5,55.25,"Potatoes, Cheese, Butter, Spices",veg,1,0,0,0,0,1,0,0
Parsley potato(1 plate),496.08,119.51,13.81,1.49,6.28,0.34,1.59,15.71,11.43,"Potatoes, Parsley, Garlic, Olive oil.",veg,1,0,0,0,0,1,0,0
Creamed spinach and mushroom(1 plate),1727.58,419.62,3.17,2.28,44.14,1.17,1.02,7.15,65.49,"Spinach, Mushrooms, Cream, Garlic.",veg,2,0,0,0,0,1,0,0
Fricassee of Mushroom(1 plate),444.43,106.66,8.13,3.65,6.63,2.51,1.23,13.55,84.97,"Mushrooms, Cream, Onion, Garlic, Spices.",veg,1,0,0,0,0,1,0,0
Cauliflower au gratin(1 plate),607.02,145.9,9.13,4.45,10.2,3.01,1.44,22.15,119.69,"Cauliflower, Cheese, Cream, Garlic, Bread crumbs.",veg,1,0,0,0,0,1,0,0
Vegetable and cheese pie(1 plate),527.01,126.88,8.76,4.03,8.28,2.69,1.91,18.88,99.48,"Vegetables, Cheese, Flour, Butter.",veg,1,0,0,0,0,1,0,0
Spinach souffle (1 plate),624.03,150.18,6.27,7.36,10.52,0.89,1.44,114.71,133.69,"Spinach, Eggs, Cheese, Cream.",non veg,1,0,0,0,0,1,0,0
Beetroot and egg salad (1 plate),352.91,84.92,3.4,3.36,6.45,1.97,0.55,82.25,18.13,"Beetroot, Eggs, Onion, Spices.",non veg,1,1,0,0,0,0,0,0
Sour cream potato salad(1 plate),505.89,121.9,9.05,2.89,8.13,0.84,1.21,47.29,23.25,"Potatoes, Sour cream, Onion, Garlic.",veg,1,1,0,0,0,0,0,0
Tossed green salad(1 plate),207.56,49.88,3.82,1.33,3.24,1.9,1.33,0,33.71,"Lettuce, Cucumber, Tomatoes, Dressing.",veg,1,1,0,0,0,0,0,0
Spring basket salad(1 plate),668.29,160.46,11.61,3.36,11.3,1.46,3.09,8.17,45.65,"Vegetables, Lettuce, Dressing.",veg,1,1,0,0,0,0,0,0
Cucumber and yogurt salad (1 plate),151.79,36.13,4.72,2.09,0.93,2.28,1.66,2.87,68.49,"Cucumber, Yogurt, Garlic, Spices.",veg,1,1,0,0,0,0,0,0
Chicken and tomato towers(1 plate),418.09,100.55,2.36,6.9,6.99,1.21,1.14,20.73,17.54,"Chicken, Tomatoes, Cheese, Spices.",non veg,1,1,0,0,0,0,0,0
Jellied sunshine fruit salad(1 plate),206.04,48.86,4.21,5.85,0.85,2.86,1.8,0,37.14,"Mixed fruits, Gelatin, Sugar.",veg,1,1,0,0,0,0,0,0
Tomato aspic(1 plate),212.86,50.37,5.02,6.87,0.26,3.21,1.58,0,44.28,"Tomatoes, Gelatin, Spices.",veg,1,1,0,0,0,0,0,0
Frozen frosty fruit salad (1 plate),436.01,103.51,15.61,1.68,4.17,14.38,0.26,26.33,28.61,"Mixed fruits, Cream, Sugar, Gelatin.",veg,1,1,0,0,0,0,0,0
Bottle gourd kheer(1 cup),353.53,84.07,10,2.7,3.86,9.63,0.55,0,94.18,"Bottle gourd, Milk, Sugar, Cardamom.",veg,1,0,0,0,1,0,0,0
Pumpkin kheer (1 cup),363.06,86.35,10.44,2.76,3.86,10.12,0.63,0,95.61,"Pumpkin, Milk, Sugar, Cardamom.",veg,1,0,0,0,1,0,0,0
Apple kheer(1 cup),342.04,81.3,11.34,2.14,3.18,10.71,0.51,0,75.67,"Apples, Milk, Sugar, Cardamom.",veg,1,0,0,0,1,0,0,0
Caramel custard (baked)(1 cup),516.85,122.7,14.95,5.11,5.01,14.92,0,81.15,90.59,"Eggs, sugar, milk, vanilla essence",veg,1,0,0,0,1,0,0,0
Vanilla ice cream without egg(1 cup),949.69,228.67,14.21,2.69,18.15,13.45,0,41.7,81.27,"Milk, cream, sugar, vanilla essence",veg,1,0,0,0,1,0,0,0
Vanilla ice cream with egg(1 cup),892.6,214.85,11.71,4.16,17.02,11.69,0,86.75,77.42,"Milk, cream, sugar, eggs, vanilla essence",veg,1,0,0,0,1,0,0,0
Strawberry ice cream(1 cup),895.98,215.61,12.26,4.15,16.96,11.6,0,86.39,77.08,"Milk, cream, sugar, strawberries, vanilla essence",veg,1,0,0,0,1,0,0,0
Chocochip ice cream(1 cup),1004.91,241.45,16.75,4.23,17.93,16.08,0,79.34,73.22,"Milk, cream, sugar, chocolate chips, vanilla essence",veg,1,0,0,0,1,0,0,0
Choconut ice cream(1 cup),1144.4,273.96,23.13,5.04,18.49,21.02,0.51,65.65,67.38,"Milk, cream, sugar, coconut flakes, chocolate chips",veg,0,0,0,0,1,0,0,0
Pear chocholate sunday(1 cup),764.31,183.49,15.02,2.08,13.11,14.41,0.07,29.11,56.67,"Pears, chocolate sauce, ice cream",veg,1,0,0,0,1,0,0,0
Chocolate sauce(1 cup),1108,263.2,43.21,1.91,10.39,42.06,0,21.3,18.8,"Cocoa powder, sugar, milk, butter, vanilla essence",veg,0,0,0,0,1,0,0,0
Coffee ice cream(1 cup),633.02,150.62,14.09,3.15,9.43,13.35,0,22.23,95.72,"Milk, cream, sugar, instant coffee, vanilla essence",veg,1,0,0,0,1,0,0,0
Coffee pear alaska(1 cup),851.25,203.99,19.36,2.88,13.22,16.88,0.15,28.43,60.61,"Pears, coffee, meringue, ice cream",veg,1,0,0,0,1,0,0,0
Crunchy butterscotch(1 cup),1153.63,277.32,19.92,3.11,20.99,17.73,0.47,46.39,72.26,"Butter, sugar, vanilla, chopped nuts",veg,1,0,0,0,1,0,0,0
Peach melba ice cream(1 cup),834.73,200.85,16.31,2.06,14.51,13.35,0.06,33.23,60.55,"Peaches, ice cream, raspberry sauce",veg,1,0,0,0,1,0,0,0
Vanilla ice cream with apples in hot cherry sauce(1 cup),818.69,196.32,22.75,1.73,11.45,14.19,0.26,26.15,56.34,"Apples, vanilla ice cream, cherries, sugar, lemon",veg,1,0,0,0,1,0,0,0
Grape and orange whip(1 cup),238.51,57.39,6.72,1.41,2.62,5.66,0.97,6.51,17.4,"Grapes, orange juice, sugar, whipped cream",veg,1,0,0,0,1,0,0,0
Honey banana cream(1 cup),523.14,125.49,13.64,2.78,6.68,10.51,0.7,14.27,43.52,"Bananas, honey, cream",veg,1,0,0,0,1,0,0,0
Raspberry bavarian cream(1 cup),628.33,150.1,17.82,3.34,7.88,15.3,2.19,19.94,26.4,"Raspberry puree, cream, eggs, sugar, vanilla",veg,1,0,0,0,1,0,0,0
Fruit delight(1 cup),446.81,107.09,9.11,2.09,7.09,9.03,0.09,12.28,71.69,"Mixed fruits, sugar, cream",veg,1,0,0,0,1,0,0,0
Creamy chocolate mousse(1 cup),957.52,230.52,9.53,6.85,18.16,8.99,0,129.13,45.25,"Dark chocolate, eggs, cream, sugar",veg,1,0,0,0,1,0,0,0
Cold lemon souffle(1 cup),711.96,169.87,15.62,5.89,9.78,13.88,0,98.14,55.03,"Lemon juice, egg yolks, sugar, whipped cream",veg,1,0,0,0,1,0,0,0
Cold orange souffle(1 cup),725.84,173.19,16.27,5.94,9.82,14.42,0.11,98.65,55.45,"Orange juice, egg yolks, sugar, whipped cream",veg,1,0,0,0,1,0,0,0
Cold pineapple souffle(1 cup),759.7,181.22,16.85,6.23,10.39,14.99,0,104.39,57.13,"Pineapple, sugar, cream, eggs",veg,1,0,0,0,1,0,0,0
Cold vanilla souffle(1 cup),752.42,179.54,16.29,6.22,10.32,14.49,0,100.85,62.47,"Vanilla essence, egg yolks, sugar, cream",veg,1,0,0,0,1,0,0,0
Cold chocolate souffle(1 cup),785.84,187.53,17.22,6.37,10.86,15.31,0,98.07,62.91,"Dark chocolate, eggs, sugar, cream",veg,1,0,0,0,1,0,0,0
Stewed fruit (with pear)(1 cup),314.9,74.32,18.22,0.25,0.32,17.67,2.84,0,5.94,"Pears, sugar, cinnamon",veg,1,0,0,0,1,0,0,0
Apricot fool(1 cup),1004.77,240.79,33.64,1.54,11.35,21.29,1,27.58,26.37,"Apricots, sugar, cream, vanilla essence",veg,0,0,0,0,1,0,0,0
Pavlova(1 cup),838.74,200.6,21.84,1.84,12.29,20.37,0.06,31.94,23,"Egg whites, sugar, cornflour, vinegar, vanilla essence",veg,1,0,0,0,1,0,0,0
Apple crumb pudding(1 cup),926.97,220.85,35.17,1.54,8.87,27.69,1.33,21.68,38.49,"Apples, flour, sugar, butter, cinnamon",veg,0,0,0,0,1,0,0,0
Steamed cake with chocolate sauce(1 cup),1258.71,301.91,29.06,4.49,19.01,19.72,0.29,78.72,67.76,"Flour, sugar, cocoa powder, eggs, milk",veg,0,0,0,0,1,0,0,0
Hot lemon souffle(1 piece),650.28,155.25,16.31,5.29,7.93,12.07,0.14,116.79,48.77,"Lemon juice, egg yolks, sugar, butter",veg,1,0,0,0,1,0,0,0
Gulab jamun with milk powder(1 cup),1953.29,471.15,28.24,0.85,40.15,27.04,0.05,1.25,26.13,"Milk powder, all-purpose flour, baking soda, ghee, sugar, water, cardamom, rose water",veg,0,0,0,0,1,0,0,0
Chum chum(1 piece),551.69,130.05,28.27,1.52,1.92,27.84,0.02,0.1,62.58,"Paneer, sugar, rose water, cardamom",veg,0,0,0,0,1,0,0,0
Dil bahar(1 piece),551.69,130.05,28.27,1.52,1.92,27.84,0.02,0.1,62.58,"Sugar, water, rose water, cardamom, saffron",veg,0,0,0,0,1,0,0,0
Rasbhari(1 piece),551.69,130.05,28.27,1.52,1.92,27.84,0.02,0.1,62.58,"Milk, sugar, cardamom, rose water",veg,0,0,0,0,1,0,0,0
Rajbogh(1 piece),566.87,133.7,28.16,1.71,2.28,27.66,0.11,0.1,63.23,"Paneer, sugar, saffron, cardamom",veg,0,0,0,0,1,0,0,0
Rasgulla(1 piece),503.26,118.64,25.79,1.38,1.75,25.4,0.01,0.09,57.09,"Paneer (chhena), sugar, water, rose water",veg,0,0,0,0,1,0,0,0
Rasmalai(1 piece),574.94,135.55,29.17,1.61,2.11,28.71,0.07,0.09,62.31,"Paneer, milk, sugar, saffron, cardamom",veg,0,0,0,0,1,0,0,0
Khoa coconut burfi(1 piece),1729.94,411.45,36.55,9.98,26.01,35.6,4.07,0,309.84,"Khoa (reduced milk), grated coconut, sugar, cardamom powder, ghee",veg,0,0,0,0,1,0,0,0
Danedar burfi(1 piece),431.87,102.68,12.33,3.24,4.72,11.98,0.09,0,107.53,"Milk powder, sugar, ghee, cardamom",veg,1,0,0,0,1,0,0,0
Semolina burfi (1 piece),1457.24,348.67,47.1,3.47,16.86,28.67,2.8,39.41,14.86,"Semolina, sugar, ghee, cardamom",veg,0,0,0,0,1,0,0,0
Pumpkin coconut burfi (1 piece),781.62,186.18,17.02,1.75,12.66,16.11,4.29,5.11,21.76,"Pumpkin, coconut, sugar, cardamom, ghee",veg,1,0,0,0,1,0,0,0
Khoa ladoo(1 piece),1664.44,396.02,34.43,12.21,24.09,33.37,3.08,0,358.61,"Khoa, sugar, ghee, cardamom",veg,0,0,0,0,1,0,0,0
Wheat and gram flour ladoo(1 piece),2093.53,501.7,50.5,9.38,29.86,18.46,6.01,60.99,35.27,"Wheat flour, gram flour, ghee, sugar, cardamom",veg,0,0,0,0,1,0,0,0
Semolina ladoo with nuts (1 piece),1839.11,441.84,48.02,5.44,25.45,19.79,4.27,58.8,18.04,"Semolina, ghee, sugar, nuts, cardamom",veg,0,0,0,0,1,0,0,0
Sesame chickpeas brittle(1 piece),1183,282.74,50.49,8.5,4.66,36.48,5.54,0,150.73,"Sesame seeds, chickpeas, jaggery, cardamom",veg,0,0,0,0,1,0,0,0
Murmura chikki(1 piece),1062,253.82,59.59,2.12,0.32,48.27,0.37,0,63.3,"Puffed rice, jaggery, ghee, cardamom",veg,0,0,0,0,1,0,0,0
Masala onion pakora(1 plate),2272.16,551.64,6.48,2.05,57.61,1.58,1.44,0,11.06,"Onions, chickpea flour, spices, water",veg,2,0,0,0,0,0,1,0
Masala green chilli pakora(1 plate),2753.79,668.76,5.55,2.22,71.01,0.27,1.34,0,8.58,"Green chilies, chickpea flour, spices, water",veg,2,0,0,0,0,0,1,0
Chicken pakora(1 plate),2431.97,590.09,4.55,6.03,60.98,0.22,0.96,11.98,9.08,"Chicken, chickpea flour, spices, water",non veg,2,0,0,0,0,0,1,0
Fish pakora(1 plate),2377.29,577.03,4.55,5.97,59.52,0.22,0.96,9.04,12.65,"Fish fillets, chickpea flour, spices, water",non veg,2,0,0,0,0,0,1,0
Paneer cutlet(1 plate),2770.44,672.2,7.62,4.59,69.38,2.52,0.39,0,107.86,"Paneer, breadcrumbs, spices, oil",veg,2,0,0,0,0,0,1,0
Sago cutlet(1 plate),2302.72,558.76,11.23,0.56,56.97,0.1,0.54,0,5.43,"Sago, potatoes, peanuts, spices, oil",veg,2,0,0,0,0,0,1,0
Poshtik cutlet(1 plate),2045.08,496.45,7.39,2,50.94,0.32,1.35,0,14.94,"Mixed vegetables, breadcrumbs, spices, oil",veg,2,0,0,0,0,0,1,0
Egg cutlet(1 plate),2367.91,575.02,5.77,2.45,60.25,0.2,0.58,45,16.22,"Eggs, breadcrumbs, spices, oil",non veg,2,0,0,0,0,0,1,0
Minced meat cutlet(1 plate),2192.59,531.86,5.61,5.1,54.47,0.31,0.4,16.5,20.82,"Minced meat, breadcrumbs, spices, oil",non veg,2,0,0,0,0,0,1,0
Vegetable samosa(2 pieces),1826.47,443.11,13.22,2.21,42.22,0.74,1.52,4.06,10.37,"Potatoes, peas, spices, pastry dough",veg,2,0,0,0,0,0,1,0
Plain urad dal vada (3 pieces),3069.41,745.5,9.7,4.39,76.32,0.16,2.27,0,10.6,"Urad dal, ginger, green chilies, mustard, curry leaves, oil",veg,2,0,0,0,0,0,1,0
Masala urad dal vada(4 pieces),2898.74,703.78,9.93,4.32,71.62,0.7,2.71,0,11.87,"Urad dal, ginger, green chilies, spices, oil",veg,2,0,0,0,0,0,1,0
Dhokla(1 plate),228.09,54.73,5.36,1.92,2.8,1.36,1.49,0,5.31,"Chickpea flour, yogurt, mustard seeds, curry leaves, turmeric, sugar",veg,1,0,0,0,0,0,1,0
Instant dhokla(1 plate),869.35,207.11,24.11,7.66,9.37,6.86,3.57,2.59,66.58,"Chickpea flour, yogurt, lemon juice, baking soda, spices",veg,1,0,0,0,0,0,1,0
Tomato ginger chutney (1 cup),187.09,44.66,9.11,1.05,0.32,6.31,2.14,0,23.63,"Tomatoes, ginger, garlic, green chilies, spices",veg,1,0,0,0,0,0,0,1
Mint tomato chutney(1 cup),182.85,43.65,8.22,1.53,0.36,5.48,2.63,0,47.59,"Mint, tomatoes, ginger, green chilies, spices",veg,1,0,0,0,0,0,0,1
Coriander chutney(1 cup),179.55,42.86,8.16,1.38,0.37,5.5,2.47,0,39.8,"Coriander leaves, green chilies, garlic, spices",veg,1,0,0,0,0,0,0,1
Gooseberry chutney(1 cup),179.98,43.02,8.83,1.44,0.62,0.06,4.58,0,46.4,"Gooseberries, sugar, spices, mustard seeds",veg,1,0,0,0,0,0,0,1
Walnut chutney (1 cup),1550.66,370.43,8.91,9.44,33.46,4.4,3.04,3.33,119.57,"Walnuts, coriander, green chilies, spices",veg,1,0,0,0,0,0,0,1
Sonth chutney with ginger(1 cup),354.01,84.22,20.62,0.28,0.11,19.04,0.31,0,15.17,"Tamarind, ginger, jaggery, spices",veg,1,0,0,0,0,0,0,1
Gun powder chutney(1 cup),1306.86,312.34,47.65,21.55,2.67,1.16,13.95,0,68.87,"Sesame seeds, red chili, garlic, tamarind, salt",veg,0,0,0,0,0,0,0,1
Dessicated coconut chutney (1 cup),1447.2,346.36,36.72,12.88,15.88,10.41,13.16,0,73.55,"Dessicated coconut, green chilies, ginger, tamarind",veg,0,0,0,0,0,0,0,1
Curd mint dip(1 cup) ,320.89,76.13,9.11,4.82,2.44,7.83,0.77,8.34,172.79,"Yogurt, mint, spices",veg,1,0,0,0,0,0,0,1
Curd vegetable dip(1 cup),236.81,56.21,6.04,3.88,1.94,5.42,0.63,6.59,129.58,"Yogurt, vegetables, spices",veg,1,0,0,0,0,0,0,1
Tomato and cucumber sandwich (1 piece),633.31,150.68,20.51,4.03,6.31,1.79,2.1,13.52,76.75,"Tomatoes, cucumbers, bread, butter, spices",veg,1,1,0,0,0,0,0,0
Tomato sandwich (grilled)(1 piece),796.46,189.92,21.29,6.26,9.39,2.58,1.91,24.95,150.9,"Tomatoes, bread, butter, cheese",veg,1,1,0,0,0,0,0,0
French sandwich (toasted)(1 piece),780.59,186.75,14.82,6.82,11.51,1.82,1.37,104.86,100.73,"Bread, butter, cheese",veg,1,1,0,0,0,0,0,0
Peanut butter cucumber sandwich(1 piece),1022.44,243.33,29.76,9.04,10.56,2.91,3.35,0,95.35,"Peanut butter, cucumbers, bread",veg,1,1,0,0,0,0,0,0
Mint and peanut sandwich(1 piece),1149.34,273.59,31.83,7.18,13.88,2.78,3.67,21.7,114.99,"Mint, peanut butter, bread",veg,1,1,0,0,0,0,0,0
Spicy chutney sandwich(1 piece),1050.8,249.58,34.03,8.74,9.58,3.96,3.73,2.86,154.53,"Chutney, bread, vegetables",veg,1,1,0,0,0,0,0,0
Chicken walnut sandwich (1 piece),1196.23,285.78,22.62,12.58,16.77,1.77,1.53,31.68,78.45,"Chicken, walnuts, bread",non veg,1,1,0,0,0,0,0,0
Rolled sandwich(1 piece),1229.14,293.07,34.69,6.45,15.29,2.7,2.07,35.25,117.68,"Bread, fillings, spices",veg,1,1,0,0,0,0,0,0
Ribbon sandwich(1 piece),1001.35,239.26,24.76,6.26,13.37,4.66,2.92,34.85,157.85,"Bread, cucumber, cream cheese",veg,1,1,0,0,0,0,0,0
Checker board sandwich(1 piece),1451.9,348.37,25.94,7.37,24.65,2.9,2.22,64.42,188.02,"Bread, cheese, vegetables",veg,1,1,0,0,0,0,0,0
Submarine sandwich(1 piece),899.78,216.92,13.6,6.09,15.32,2.5,1.24,62.46,72.35,"Bread, meats, vegetables, cheese",non veg,1,1,0,0,0,0,0,0
Cheese open sandwich(1 piece),1149.18,274.07,28.42,9.84,14.24,3.24,1.74,28.38,256.25,"Bread, cheese, tomatoes",veg,1,1,0,0,0,0,0,0
